blue_jungle,blue_support,red_jungle,red_support,games,blue_winrate
Jayce,Rell,Wukong,Bard,1,1.0
Jayce,Rell,Xin Zhao,Rakan,1,1.0
Jayce,Renata Glasc,Jarvan IV,Nami,1,1.0
Jayce,Seraphine,Ivern,Nautilus,1,0.0
Jayce,Seraphine,Wukong,Neeko,1,1.0
Jayce,Skarner,Wukong,Karma,1,0.0
Jayce,Tahm Kench,Xin Zhao,Karma,1,0.0
Jayce,Thresh,Dr. Mundo,Blitzcrank,1,0.0
Jayce,Thresh,Vi,Mel,1,0.0
Jayce,Zyra,Jarvan IV,Seraphine,1,0.0
Karthus,Bard,Naafiri,Milio,1,0.0
Karthus,Nautilus,Wukong,Braum,1,0.0
Kayn,Camille,Xin Zhao,Rell,1,1.0
Kha'Zix,Alistar,Sylas,Braum,1,1.0
Kha'Zix,Alistar,Viego,Rell,1,0.0
Kha'Zix,Anivia,Skarner,Karma,1,0.0
Kha'Zix,Bard,Lee Sin,Nautilus,1,0.0
Kha'Zix,Bard,Pantheon,Neeko,1,1.0
Kha'Zix,Bard,Trundle,Seraphine,1,1.0
Kha'Zix,Bard,Vi,Karma,1,0.0
Kha'Zix,Bard,Wukong,Milio,1,0.0
Kha'Zix,Bard,Zed,Camille,1,1.0
Kha'Zix,Karma,Ivern,Rell,1,1.0
Kha'Zix,Karma,Xin Zhao,Neeko,1,0.0
Kha'Zix,Lulu,Ambessa,Nami,1,0.0
Kha'Zix,Lulu,Jayce,Bard,1,1.0
Kha'Zix,Lulu,Poppy,Nautilus,1,1.0
Kha'Zix,Lux,Xin Zhao,Zyra,1,1.0
Kha'Zix,Milio,Vi,Bard,1,1.0
Kha'Zix,Milio,Xin Zhao,Neeko,1,1.0
Kha'Zix,Nami,Nocturne,Lulu,1,1.0
Kha'Zix,Nami,Nocturne,Milio,1,1.0
Kha'Zix,Nami,Xin Zhao,Milio,1,0.0
Kha'Zix,Nautilus,Nocturne,Lulu,1,0.0
Kha'Zix,Nautilus,Xin Zhao,Leona,1,1.0
Kha'Zix,Nautilus,Zaahen,Neeko,1,0.0
Kha'Zix,Neeko,Ambessa,Karma,1,1.0
Kha'Zix,Neeko,Nocturne,Karma,1,1.0
Kha'Zix,Neeko,Xin Zhao,Soraka,1,0.0
Kha'Zix,Neeko,Zaahen,Lulu,1,0.0
Kha'Zix,Pantheon,Nidalee,Leona,1,1.0
Kha'Zix,Rell,Xin Zhao,Nautilus,1,1.0
Kha'Zix,Renata Glasc,Xin Zhao,Nautilus,1,1.0
Kha'Zix,Seraphine,Lee Sin,Neeko,1,1.0
Kha'Zix,Thresh,Xin Zhao,Lulu,1,1.0
Kindred,Alistar,Nocturne,Braum,1,0.0
Kindred,Blitzcrank,Dr. Mundo,Nami,1,1.0
Kindred,Blitzcrank,Lee Sin,Alistar,1,0.0
Kindred,Braum,Jarvan IV,Rell,1,0.0
Kindred,Karma,Ambessa,Lulu,1,0.0
Kindred,Karma,Jarvan IV,Nautilus,1,0.0
Kindred,Lulu,Wukong,Thresh,1,0.0
Kindred,Nami,Xin Zhao,Milio,1,0.0
Kindred,Nautilus,Wukong,Lulu,1,0.0
Kindred,Pantheon,Xin Zhao,Rell,1,1.0
Kindred,Rakan,Vi,Alistar,1,0.0
Kindred,Rakan,Xin Zhao,Rell,1,1.0
Kindred,Rell,Lillia,Alistar,1,0.0
Kindred,Seraphine,Vi,Nautilus,1,0.0
Kindred,Skarner,Trundle,Seraphine,1,0.0
Lee Sin,Alistar,Jarvan IV,Rakan,1,1.0
Lee Sin,Alistar,Jarvan IV,Rell,1,0.0
Lee Sin,Alistar,Naafiri,Taric,1,1.0
Lee Sin,Alistar,Qiyana,Leona,1,1.0
Lee Sin,Alistar,Skarner,Karma,1,0.0
Lee Sin,Alistar,Vi,Leona,1,0.0
Lee Sin,Anivia,Jarvan IV,Rakan,1,1.0
Lee Sin,Anivia,Nocturne,Nautilus,1,1.0
Lee Sin,Bard,Dr. Mundo,Nautilus,1,1.0
Lee Sin,Bard,Jarvan IV,Rakan,1,0.0
Lee Sin,Bard,Jarvan IV,Skarner,1,1.0
Lee Sin,Bard,Jayce,Rell,1,0.0
Lee Sin,Bard,Nocturne,Karma,1,0.0
Lee Sin,Bard,Pantheon,Camille,1,1.0
Lee Sin,Bard,Pantheon,Neeko,1,1.0
Lee Sin,Bard,Viego,Neeko,1,0.0
Lee Sin,Bard,Wukong,Rakan,1,0.0
Lee Sin,Bard,Xin Zhao,Leona,1,1.0
Lee Sin,Bard,Xin Zhao,Seraphine,1,0.0
Lee Sin,Blitzcrank,Pantheon,Karma,1,0.0
Lee Sin,Blitzcrank,Wukong,Karma,1,1.0
Lee Sin,Blitzcrank,Wukong,Milio,1,1.0
Lee Sin,Braum,Jarvan IV,Rell,1,0.0
Lee Sin,Braum,Trundle,Rell,1,1.0
Lee Sin,Braum,Vi,Karma,1,1.0
Lee Sin,Braum,Xin Zhao,Leona,1,0.0
Lee Sin,Camille,Naafiri,Leona,1,0.0
Lee Sin,Camille,Pantheon,Bard,1,1.0
Lee Sin,Camille,Skarner,Shen,1,0.0
Lee Sin,Camille,Vi,Leona,1,0.0
Lee Sin,Camille,Wukong,Shen,1,0.0
Lee Sin,Elise,Jarvan IV,Bard,1,1.0
Lee Sin,K'Sante,Xin Zhao,Nautilus,1,1.0
Lee Sin,Karma,Aatrox,Bard,1,0.0
Lee Sin,Karma,Dr. Mundo,Neeko,1,1.0
Lee Sin,Karma,Gwen,Lux,1,1.0
Lee Sin,Karma,Jarvan IV,Nami,1,0.0
Lee Sin,Karma,Jarvan IV,Nautilus,1,1.0
Lee Sin,Karma,Jarvan IV,Neeko,1,1.0
Lee Sin,Karma,Jarvan IV,Rakan,1,1.0
Lee Sin,Karma,Naafiri,Thresh,1,1.0
Lee Sin,Karma,Pantheon,Nautilus,1,0.0
Lee Sin,Karma,Skarner,Rakan,1,1.0
Lee Sin,Karma,Vi,Alistar,1,1.0
Lee Sin,Karma,Wukong,Neeko,1,0.0
Lee Sin,Karma,Wukong,Seraphine,1,0.0
Lee Sin,Karma,Xin Zhao,Bard,1,1.0
Lee Sin,Leona,Jax,Bard,1,0.0
Lee Sin,Leona,Jax,Karma,1,1.0
Lee Sin,Leona,Maokai,Alistar,1,0.0
Lee Sin,Leona,Naafiri,Poppy,1,1.0
Lee Sin,Leona,Nocturne,Bard,1,1.0
Lee Sin,Leona,Nocturne,Yuumi,1,1.0
Lee Sin,Leona,Pantheon,Alistar,1,0.0
Lee Sin,Leona,Pantheon,Braum,1,1.0
Lee Sin,Leona,Pantheon,Nautilus,1,1.0
Lee Sin,Leona,Rek'Sai,Neeko,1,0.0
Lee Sin,Leona,Skarner,Camille,1,0.0
Lee Sin,Leona,Vi,Alistar,1,0.0
Lee Sin,Leona,Vi,Camille,1,0.0
Lee Sin,Leona,Wukong,Bard,1,1.0
Lee Sin,Leona,Wukong,Poppy,1,1.0
Lee Sin,Leona,Xin Zhao,Bard,1,1.0
Lee Sin,Lulu,Aatrox,Seraphine,1,1.0
Lee Sin,Lulu,Jarvan IV,Soraka,1,0.0
Lee Sin,Lulu,Naafiri,Nami,1,1.0
Lee Sin,Lulu,Poppy,Tahm Kench,1,0.0
Lee Sin,Lulu,Rek'Sai,Braum,1,1.0
Lee Sin,Lulu,Skarner,Bard,1,1.0
Lee Sin,Lulu,Skarner,Karma,1,1.0
Lee Sin,Lulu,Skarner,Nautilus,1,0.0
Lee Sin,Lulu,Vi,Milio,1,1.0
Lee Sin,Lulu,Xin Zhao,Milio,1,1.0
Lee Sin,Lulu,Zaahen,Milio,1,1.0
Lee Sin,Lux,Ambessa,Neeko,1,0.0
Lee Sin,Lux,Jarvan IV,Rell,1,1.0
Lee Sin,Lux,Naafiri,Milio,1,1.0
Lee Sin,Lux,Wukong,Karma,1,1.0
Lee Sin,Milio,Aatrox,Nautilus,1,1.0
Lee Sin,Milio,Ambessa,Lulu,1,1.0
Lee Sin,Milio,Dr. Mundo,Nami,1,1.0
Lee Sin,Milio,Jarvan IV,Seraphine,1,0.0
Lee Sin,Milio,Pantheon,Bard,1,1.0
Lee Sin,Milio,Pantheon,Seraphine,1,0.0
Lee Sin,Milio,Sejuani,Rell,1,1.0
Lee Sin,Milio,Shyvana,Pantheon,1,1.0
Lee Sin,Milio,Vi,Nautilus,1,0.0
Lee Sin,Milio,Vi,Rakan,1,1.0
Lee Sin,Milio,Vi,Sona,1,1.0
Lee Sin,Milio,Xin Zhao,Renata Glasc,1,1.0
Lee Sin,Nami,Ambessa,Bard,1,1.0
Lee Sin,Nami,Jarvan IV,Bard,1,1.0
Lee Sin,Nami,Jarvan IV,Karma,1,0.0
Lee Sin,Nami,Jarvan IV,Seraphine,1,0.0
Lee Sin,Nami,Naafiri,Milio,1,1.0
Lee Sin,Nami,Sejuani,Milio,1,1.0
Lee Sin,Nami,Vi,Seraphine,1,0.0
Lee Sin,Nami,Wukong,Lulu,1,1.0
Lee Sin,Nami,Xin Zhao,Bard,1,0.0
Lee Sin,Nami,Xin Zhao,Lulu,1,1.0
Lee Sin,Nautilus,Ambessa,Lulu,1,1.0
Lee Sin,Nautilus,Jarvan IV,Alistar,1,0.0
Lee Sin,Nautilus,Jarvan IV,Bard,1,0.0
Lee Sin,Nautilus,Jarvan IV,Camille,1,1.0
Lee Sin,Nautilus,Jarvan IV,Rell,1,1.0
Lee Sin,Nautilus,Naafiri,Bard,1,0.0
Lee Sin,Nautilus,Naafiri,Neeko,1,1.0
Lee Sin,Nautilus,Nocturne,Milio,1,0.0
Lee Sin,Nautilus,Nocturne,Neeko,1,1.0
Lee Sin,Nautilus,Nocturne,Seraphine,1,1.0
Lee Sin,Nautilus,Pantheon,Leona,1,0.0
Lee Sin,Nautilus,Rek'Sai,Rell,1,0.0
Lee Sin,Nautilus,Shyvana,Taric,1,1.0
Lee Sin,Nautilus,Skarner,Lux,1,1.0
Lee Sin,Nautilus,Skarner,Milio,1,0.0
Lee Sin,Nautilus,Trundle,Neeko,1,1.0
Lee Sin,Nautilus,Vi,Bard,1,1.0
Lee Sin,Nautilus,Vi,Leona,1,0.0
Lee Sin,Nautilus,Wukong,Karma,1,1.0
Lee Sin,Nautilus,Wukong,Leona,1,0.0
Lee Sin,Nautilus,Wukong,Lulu,1,1.0
Lee Sin,Nautilus,Wukong,Nami,1,0.0
Lee Sin,Nautilus,Wukong,Renata Glasc,1,0.0
Lee Sin,Nautilus,Wukong,Seraphine,1,0.0
Lee Sin,Nautilus,Xin Zhao,Leona,1,0.0
Lee Sin,Nautilus,Xin Zhao,Lulu,1,1.0
Lee Sin,Nautilus,Xin Zhao,Nami,1,0.0
Lee Sin,Nautilus,Xin Zhao,Seraphine,1,1.0
Lee Sin,Nautilus,Zaahen,Rakan,1,0.0
Lee Sin,Nautilus,Zed,Rell,1,0.0
Lee Sin,Neeko,Dr. Mundo,Seraphine,1,1.0
Lee Sin,Neeko,Jarvan IV,Alistar,1,1.0
Lee Sin,Neeko,Jarvan IV,Rell,1,1.0
Lee Sin,Neeko,Jarvan IV,Seraphine,1,0.0
Lee Sin,Neeko,Jarvan IV,Yuumi,1,0.0
Lee Sin,Neeko,Maokai,Renata Glasc,1,1.0
Lee Sin,Neeko,Naafiri,Alistar,1,0.0
Lee Sin,Neeko,Nocturne,Alistar,1,1.0
Lee Sin,Neeko,Nocturne,Bard,1,0.0
Lee Sin,Neeko,Sejuani,Nami,1,1.0
Lee Sin,Neeko,Skarner,Bard,1,1.0
Lee Sin,Neeko,Skarner,Rakan,1,0.0
Lee Sin,Neeko,Sylas,Nami,1,1.0
Lee Sin,Neeko,Trundle,Nami,1,1.0
Lee Sin,Neeko,Vi,Alistar,1,0.0
Lee Sin,Neeko,Vi,Anivia,1,1.0
Lee Sin,Neeko,Vi,Lulu,1,1.0
Lee Sin,Neeko,Wukong,Alistar,1,1.0
Lee Sin,Neeko,Xin Zhao,Senna,1,1.0
Lee Sin,Poppy,Ambessa,Nautilus,1,0.0
Lee Sin,Poppy,Jarvan IV,Rakan,1,0.0
Lee Sin,Poppy,Wukong,Seraphine,1,1.0
Lee Sin,Pyke,Jarvan IV,Rell,1,1.0
Lee Sin,Pyke,Qiyana,Bard,1,1.0
Lee Sin,Pyke,Vi,Nautilus,1,0.0
Lee Sin,Pyke,Volibear,Lux,1,1.0
Lee Sin,Pyke,Wukong,Neeko,1,0.0
Lee Sin,Rakan,Dr. Mundo,Yuumi,1,1.0
Lee Sin,Rakan,Jayce,Alistar,1,0.0
Lee Sin,Rakan,Jayce,Milio,1,1.0
Lee Sin,Rakan,Naafiri,Maokai,1,1.0
Lee Sin,Rakan,Nocturne,Seraphine,1,1.0
Lee Sin,Rakan,Pantheon,Nautilus,1,1.0
Lee Sin,Rakan,Pantheon,Neeko,1,0.0
Lee Sin,Rakan,Shen,Neeko,1,0.0
Lee Sin,Rakan,Skarner,Milio,1,1.0
Lee Sin,Rakan,Vi,Alistar,1,1.0
Lee Sin,Rakan,Vi,Karma,1,0.0
Lee Sin,Rell,Aatrox,Rakan,1,1.0
Lee Sin,Rell,Jayce,Bard,1,1.0
Lee Sin,Rell,Nocturne,Alistar,1,0.0
Lee Sin,Rell,Olaf,Nautilus,1,1.0
Lee Sin,Rell,Pantheon,Neeko,1,1.0
Lee Sin,Rell,Qiyana,Poppy,1,1.0
Lee Sin,Rell,Skarner,Bard,1,1.0
Lee Sin,Rell,Trundle,Neeko,1,1.0
Lee Sin,Rell,Wukong,Karma,1,1.0
Lee Sin,Rell,Wukong,Rakan,1,0.0
Lee Sin,Rell,Xin Zhao,Alistar,1,1.0
Lee Sin,Rell,Xin Zhao,Neeko,1,1.0
Lee Sin,Renata Glasc,Jarvan IV,Bard,1,0.0
Lee Sin,Renata Glasc,Nidalee,Leona,1,0.0
Lee Sin,Renata Glasc,Wukong,Rakan,1,0.0
Lee Sin,Seraphine,Jarvan IV,Nami,1,1.0
Lee Sin,Seraphine,Jayce,Pyke,1,1.0
Lee Sin,Seraphine,Olaf,Karma,1,1.0
Lee Sin,Seraphine,Rek'Sai,Elise,1,1.0
Lee Sin,Seraphine,Skarner,Bard,1,0.0
Lee Sin,Seraphine,Skarner,Karma,1,1.0
Lee Sin,Seraphine,Skarner,Lulu,1,1.0
Lee Sin,Seraphine,Vi,Bard,1,0.0
Lee Sin,Seraphine,Vi,Pyke,1,0.0
Lee Sin,Seraphine,Wukong,Milio,1,0.0
Lee Sin,Seraphine,Wukong,Nami,1,1.0
Lee Sin,Seraphine,Xin Zhao,Lux,1,1.0
Lee Sin,Seraphine,Xin Zhao,Nautilus,1,0.0
Lee Sin,Seraphine,Xin Zhao,Pyke,1,0.0
Lee Sin,Seraphine,Xin Zhao,Rell,1,0.0
Lee Sin,Seraphine,Zaahen,Milio,1,1.0
Lee Sin,Shen,Pantheon,Camille,1,0.0
Lee Sin,Shen,Vi,Camille,1,0.0
Lee Sin,Tahm Kench,Vi,Alistar,1,0.0
Lee Sin,Thresh,Aatrox,Nautilus,1,1.0
Lee Sin,Thresh,Sejuani,Lulu,1,1.0
Lee Sin,Thresh,Wukong,Braum,1,1.0
Lee Sin,Thresh,Xin Zhao,Nautilus,1,1.0
Lee Sin,Thresh,Xin Zhao,Neeko,1,1.0
Lee Sin,Yuumi,Naafiri,Seraphine,1,1.0
Lee Sin,Yuumi,Nocturne,Neeko,1,1.0
Lillia,Alistar,Wukong,Karma,1,1.0
Lillia,Alistar,Wukong,Milio,1,0.0
Lillia,Braum,Dr. Mundo,Pyke,1,0.0
Lillia,Leona,Kindred,Nautilus,1,1.0
Lillia,Nautilus,Nunu & Willump,Lulu,1,0.0
Lillia,Poppy,Jarvan IV,Rell,1,1.0
Lillia,Rell,Maokai,Camille,1,1.0
Malphite,Alistar,Dr. Mundo,Leona,1,0.0
Malphite,Alistar,Dr. Mundo,Lulu,1,0.0
Malphite,Alistar,Jarvan IV,Neeko,1,1.0
Malphite,Alistar,Wukong,Karma,1,0.0
Malphite,Alistar,Xin Zhao,Rakan,1,1.0
Malphite,Bard,Karthus,Rell,1,1.0
Malphite,Bard,Sylas,Neeko,1,0.0
Malphite,Bard,Xin Zhao,Karma,1,1.0
Malphite,Bard,Xin Zhao,Nautilus,1,0.0
Malphite,Braum,Pantheon,Nautilus,1,0.0
Malphite,Karma,Dr. Mundo,Nautilus,1,0.0
Malphite,Karma,Nautilus,Lulu,1,0.0
Malphite,Karma,Pantheon,Nautilus,1,1.0
Malphite,Karma,Vi,Neeko,1,0.0
Malphite,Leona,Dr. Mundo,Bard,1,0.0
Malphite,Lulu,Dr. Mundo,Blitzcrank,1,0.0
Malphite,Lulu,Lee Sin,Nami,1,0.0
Malphite,Lulu,Vi,Taric,1,1.0
Malphite,Lulu,Wukong,Senna,1,0.0
Malphite,Lulu,Zaahen,Neeko,1,0.0
Malphite,Nami,Pantheon,Neeko,1,0.0
Malphite,Nami,Trundle,Karma,1,1.0
Malphite,Nami,Vi,Lulu,1,1.0
Malphite,Nautilus,Jayce,Braum,1,0.0
Malphite,Nautilus,Jayce,Leona,1,0.0
Malphite,Nautilus,Pantheon,Leona,1,0.0
Malphite,Neeko,Nocturne,Rakan,1,1.0
Malphite,Neeko,Pantheon,Lulu,1,0.0
Malphite,Neeko,Vi,Karma,1,0.0
Malphite,Neeko,Wukong,Seraphine,1,1.0
Malphite,Neeko,Xin Zhao,Karma,1,1.0
Malphite,Nidalee,Dr. Mundo,Bard,1,1.0
Malphite,Orianna,Neeko,Leona,1,0.0
Malphite,Pantheon,Jayce,Leona,1,1.0
Malphite,Poppy,Vi,Alistar,1,1.0
Malphite,Rakan,Aatrox,Bard,1,0.0
Malphite,Rakan,Dr. Mundo,Rell,1,1.0
Malphite,Rakan,Jarvan IV,Alistar,1,0.0
Malphite,Rakan,Wukong,Lulu,1,1.0
Malphite,Rell,Jarvan IV,Seraphine,1,0.0
Malphite,Rell,Trundle,Braum,1,0.0
Malphite,Rell,Wukong,Nautilus,1,0.0
Malphite,Seraphine,Jayce,Nami,1,0.0
Malphite,Seraphine,Viego,Rell,1,1.0
Malphite,Seraphine,Xin Zhao,Bard,1,1.0
Malphite,Shen,Sejuani,Leona,1,1.0
Malphite,Sona,Nocturne,Braum,1,0.0
Malphite,Tahm Kench,Nocturne,Nautilus,1,0.0
Malphite,Thresh,Dr. Mundo,Leona,1,1.0
Malphite,Thresh,Qiyana,Braum,1,0.0
Malphite,Zaahen,Sylas,Thresh,1,0.0
Malphite,Zyra,Aatrox,Rakan,1,0.0
Maokai,Alistar,Naafiri,Milio,1,1.0
Maokai,Alistar,Naafiri,Neeko,1,0.0
Maokai,Alistar,Skarner,Rell,1,0.0
Maokai,Annie,Lee Sin,Neeko,1,1.0
Maokai,Bard,Nocturne,Nami,1,1.0
Maokai,Bard,Nocturne,Neeko,1,0.0
Maokai,Bard,Pantheon,Rell,1,0.0
Maokai,Blitzcrank,Poppy,Thresh,1,1.0
Maokai,Blitzcrank,Qiyana,Amumu,1,1.0
Maokai,Braum,Lee Sin,Rell,1,1.0
Maokai,Braum,Wukong,Elise,1,1.0
Maokai,Camille,Skarner,Bard,1,0.0
Maokai,Janna,Naafiri,Leona,1,1.0
Maokai,Karma,Lee Sin,Bard,1,1.0
Maokai,Karma,Pantheon,Rakan,1,1.0
Maokai,Karma,Vi,Bard,1,0.0
Maokai,Karma,Wukong,Bard,1,0.0
Maokai,Karma,Xin Zhao,Nautilus,1,0.0
Maokai,Leona,Pantheon,Bard,1,0.0
Maokai,Lulu,Jarvan IV,Soraka,1,0.0
Maokai,Lulu,Trundle,Nami,1,0.0
Maokai,Lulu,Wukong,Milio,1,1.0
Maokai,Milio,Trundle,Nami,1,1.0
Maokai,Milio,Wukong,Nami,1,1.0
Maokai,Nami,Trundle,Milio,1,1.0
Maokai,Nami,Wukong,Lulu,1,1.0
Maokai,Nautilus,Nasus,Lulu,1,0.0
Maokai,Nautilus,Sejuani,Renata Glasc,1,0.0
Maokai,Nautilus,Vi,Leona,1,0.0
Maokai,Nautilus,Wukong,Karma,1,1.0
Maokai,Neeko,Aatrox,Renata Glasc,1,1.0
Maokai,Poppy,Nocturne,Leona,1,0.0
Maokai,Rakan,Vi,Alistar,1,0.0
Maokai,Rell,Dr. Mundo,Poppy,1,1.0
Maokai,Rell,Viego,Poppy,1,1.0
Maokai,Renata Glasc,Naafiri,Leona,1,0.0
Maokai,Renata Glasc,Nocturne,Karma,1,1.0
Maokai,Renata Glasc,Sylas,Milio,1,1.0
Maokai,Seraphine,Dr. Mundo,Lulu,1,1.0
Maokai,Seraphine,Xin Zhao,Nautilus,1,1.0
Maokai,Soraka,Wukong,Alistar,1,1.0
Maokai,Thresh,Jarvan IV,Nami,1,1.0
Maokai,Thresh,Skarner,Lulu,1,1.0
Maokai,Yuumi,Skarner,Seraphine,1,1.0
Master Yi,Nautilus,Vi,Leona,1,0.0
Morgana,Leona,Sejuani,Rakan,1,1.0
Morgana,Nami,Vi,Leona,1,0.0
Naafiri,Alistar,Aatrox,Rakan,1,1.0
Naafiri,Alistar,Ambessa,Bard,1,0.0
Naafiri,Alistar,Ambessa,Leona,1,1.0
Naafiri,Alistar,Dr. Mundo,Bard,1,0.0
Naafiri,Alistar,Jarvan IV,Nami,1,1.0
Naafiri,Alistar,Lee Sin,Bard,1,0.0
Naafiri,Alistar,Lee Sin,Camille,1,0.0
Naafiri,Alistar,Lee Sin,Rakan,1,1.0
Naafiri,Alistar,Nocturne,Nautilus,1,0.0
Naafiri,Alistar,Pantheon,Poppy,1,1.0
Naafiri,Alistar,Pantheon,Zilean,1,1.0
Naafiri,Alistar,Skarner,Karma,1,0.0
Naafiri,Alistar,Vi,Nautilus,1,1.0
Naafiri,Alistar,Vi,Rell,1,1.0
Naafiri,Alistar,Wukong,Rell,1,0.0
Naafiri,Alistar,Xin Zhao,Poppy,1,1.0
Naafiri,Amumu,Jarvan IV,Karma,1,1.0
Naafiri,Anivia,Aatrox,Neeko,1,1.0
Naafiri,Bard,Aatrox,Pyke,1,1.0
Naafiri,Bard,Ambessa,Nami,1,0.0
Naafiri,Bard,Hecarim,Rakan,1,0.0
Naafiri,Bard,Jarvan IV,Pyke,1,0.0
Naafiri,Bard,Jarvan IV,Rakan,1,1.0
Naafiri,Bard,Lee Sin,Blitzcrank,1,1.0
Naafiri,Bard,Lee Sin,Camille,1,1.0
Naafiri,Bard,Lee Sin,Karma,1,0.0
Naafiri,Bard,Lee Sin,Rakan,1,1.0
Naafiri,Bard,Lee Sin,Seraphine,1,1.0
Naafiri,Bard,Nocturne,Milio,1,1.0
Naafiri,Bard,Pantheon,Seraphine,1,0.0
Naafiri,Bard,Skarner,Karma,1,1.0
Naafiri,Bard,Vi,Karma,1,0.0
Naafiri,Bard,Vi,Leona,1,1.0
Naafiri,Bard,Vi,Lulu,1,0.0
Naafiri,Bard,Vi,Neeko,1,0.0
Naafiri,Bard,Vi,Seraphine,1,0.0
Naafiri,Bard,Viego,Seraphine,1,1.0
Naafiri,Bard,Wukong,Karma,1,1.0
Naafiri,Bard,Wukong,Nami,1,1.0
Naafiri,Bard,Xin Zhao,Lulu,1,1.0
Naafiri,Bard,Xin Zhao,Seraphine,1,1.0
Naafiri,Blitzcrank,Lillia,Braum,1,1.0
Naafiri,Camille,Jarvan IV,Rell,1,1.0
Naafiri,Camille,Kindred,Seraphine,1,1.0
Naafiri,Camille,Lee Sin,Lulu,1,1.0
Naafiri,Camille,Lee Sin,Poppy,1,1.0
Naafiri,Camille,Poppy,Rell,1,0.0
Naafiri,Camille,Rek'Sai,Pantheon,1,1.0
Naafiri,Camille,Viego,Pyke,1,0.0
Naafiri,Camille,Wukong,Nautilus,1,1.0
Naafiri,Camille,Xin Zhao,Seraphine,1,0.0
Naafiri,Galio,Vi,Nautilus,1,0.0
Naafiri,Karma,Diana,Heimerdinger,1,1.0
Naafiri,Karma,Jarvan IV,Nami,1,1.0
Naafiri,Karma,Jarvan IV,Neeko,1,0.0
Naafiri,Karma,Nocturne,Alistar,1,0.0
Naafiri,Karma,Nocturne,Nami,1,0.0
Naafiri,Karma,Nocturne,Nautilus,1,0.0
Naafiri,Karma,Nocturne,Soraka,1,1.0
Naafiri,Karma,Olaf,Seraphine,1,1.0
Naafiri,Karma,Pantheon,Milio,1,0.0
Naafiri,Karma,Pantheon,Rell,1,1.0
Naafiri,Karma,Trundle,Nautilus,1,1.0
Naafiri,Karma,Vi,Rakan,1,1.0
Naafiri,Karma,Vi,Rell,1,0.0
Naafiri,Leona,Aatrox,Nami,1,0.0
Naafiri,Leona,Jarvan IV,Alistar,1,1.0
Naafiri,Leona,Jarvan IV,Neeko,1,1.0
Naafiri,Leona,Jarvan IV,Seraphine,1,0.0
Naafiri,Leona,Lee Sin,Seraphine,1,1.0
Naafiri,Leona,Nidalee,Alistar,1,0.0
Naafiri,Leona,Qiyana,Rell,1,1.0
Naafiri,Leona,Skarner,Camille,1,1.0
Naafiri,Leona,Vi,Alistar,1,0.0
Naafiri,Leona,Vi,Bard,1,1.0
Naafiri,Leona,Vi,Camille,1,0.0
Naafiri,Leona,Wukong,Alistar,1,0.0
Naafiri,Leona,Xin Zhao,Poppy,1,0.0
Naafiri,Leona,Xin Zhao,Rell,1,0.0
Naafiri,Leona,Zaahen,Neeko,1,1.0
Naafiri,Lulu,Brand,Nautilus,1,0.0
Naafiri,Lulu,Skarner,Karma,1,1.0
Naafiri,Lulu,Skarner,Lux,1,1.0
Naafiri,Lulu,Vi,Lux,1,0.0
Naafiri,Lulu,Vi,Rell,1,1.0
Naafiri,Lulu,Xin Zhao,Milio,1,1.0
Naafiri,Lulu,Xin Zhao,Seraphine,1,1.0
Naafiri,Lux,Lee Sin,Pyke,1,1.0
Naafiri,Lux,Vi,Lulu,1,1.0
Naafiri,Maokai,Nocturne,Alistar,1,0.0
Naafiri,Milio,Jarvan IV,Bard,1,1.0
Naafiri,Milio,Jarvan IV,Blitzcrank,1,0.0
Naafiri,Milio,Jarvan IV,Karma,1,0.0
Naafiri,Milio,Jarvan IV,Nami,1,1.0
Naafiri,Milio,Jarvan IV,Seraphine,1,1.0
Naafiri,Milio,Lee Sin,Lulu,1,0.0
Naafiri,Milio,Nocturne,Lulu,1,1.0
Naafiri,Milio,Nocturne,Seraphine,1,1.0
Naafiri,Milio,Olaf,Seraphine,1,1.0
Naafiri,Milio,Sejuani,Karma,1,1.0
Naafiri,Milio,Vi,Bard,1,1.0
Naafiri,Milio,Vi,Neeko,1,0.0
Naafiri,Milio,Vi,Rakan,1,0.0
Naafiri,Milio,Vi,Renata Glasc,1,0.0
Naafiri,Milio,Vi,Seraphine,1,0.0
Naafiri,Milio,Vi,Soraka,1,0.0
Naafiri,Milio,Wukong,Camille,1,0.0
Naafiri,Milio,Xin Zhao,Bard,1,0.0
Naafiri,Milio,Xin Zhao,Lulu,1,1.0
Naafiri,Milio,Zyra,Rakan,1,1.0
Naafiri,Nami,Dr. Mundo,Karma,1,1.0
Naafiri,Nami,Jarvan IV,Leona,1,0.0
Naafiri,Nami,Jarvan IV,Neeko,1,1.0
Naafiri,Nami,Lee Sin,Seraphine,1,0.0
Naafiri,Nami,Maokai,Yuumi,1,1.0
Naafiri,Nami,Nocturne,Karma,1,1.0
Naafiri,Nami,Nocturne,Seraphine,1,0.0
Naafiri,Nami,Sejuani,Milio,1,0.0
Naafiri,Nami,Vi,Nautilus,1,0.0
Naafiri,Nami,Vi,Rakan,1,1.0
Naafiri,Nami,Vi,Rell,1,1.0
Naafiri,Nami,Vi,Seraphine,1,1.0
Naafiri,Nami,Zaahen,Karma,1,1.0
Naafiri,Nautilus,Ambessa,Leona,1,0.0
Naafiri,Nautilus,Dr. Mundo,Seraphine,1,1.0
Naafiri,Nautilus,Jarvan IV,Braum,1,1.0
