blue_jungle,blue_support,red_jungle,red_support,games,blue_winrate
Vi,Bard,Jarvan IV,Milio,1,0.0
Vi,Bard,Jarvan IV,Nami,1,0.0
Vi,Bard,Jarvan IV,Neeko,1,0.0
Vi,Bard,Jarvan IV,Rakan,1,0.0
Vi,Bard,Jarvan IV,Seraphine,1,0.0
Vi,Bard,Jarvan IV,Shen,1,1.0
Vi,Bard,Lee Sin,Elise,1,0.0
Vi,Bard,Lee Sin,Leona,1,0.0
Vi,Bard,Lee Sin,Nautilus,1,1.0
Vi,Bard,Naafiri,Neeko,1,1.0
Vi,Bard,Nasus,Thresh,1,1.0
Vi,Bard,Nocturne,Alistar,1,1.0
Vi,Bard,Nocturne,Nautilus,1,1.0
Vi,Bard,Nocturne,Rakan,1,1.0
Vi,Bard,Pantheon,Karma,1,1.0
Vi,Bard,Pantheon,Rell,1,1.0
Vi,Bard,Pantheon,Seraphine,1,0.0
Vi,Bard,Poppy,Lulu,1,1.0
Vi,Bard,Qiyana,Alistar,1,1.0
Vi,Bard,Sejuani,Lulu,1,1.0
Vi,Bard,Skarner,Karma,1,0.0
Vi,Bard,Skarner,Seraphine,1,1.0
Vi,Bard,Trundle,Karma,1,1.0
Vi,Bard,Trundle,Nautilus,1,0.0
Vi,Bard,Wukong,Alistar,1,0.0
Vi,Bard,Wukong,Karma,1,0.0
Vi,Bard,Wukong,Lulu,1,1.0
Vi,Bard,Wukong,Nautilus,1,1.0
Vi,Bard,Wukong,Pyke,1,1.0
Vi,Bard,Xin Zhao,Nami,1,0.0
Vi,Bard,Xin Zhao,Nautilus,1,1.0
Vi,Bard,Zaahen,Nautilus,1,1.0
Vi,Blitzcrank,Lee Sin,Bard,1,0.0
Vi,Braum,Gwen,Rell,1,1.0
Vi,Braum,Jarvan IV,Bard,1,0.0
Vi,Braum,Jarvan IV,Nautilus,1,0.0
Vi,Braum,Jarvan IV,Renata Glasc,1,0.0
Vi,Braum,Malphite,Nautilus,1,1.0
Vi,Braum,Nocturne,Leona,1,1.0
Vi,Braum,Pantheon,Alistar,1,0.0
Vi,Braum,Pantheon,Nautilus,1,0.0
Vi,Braum,Taliyah,Elise,1,1.0
Vi,Braum,Viego,Alistar,1,1.0
Vi,Braum,Xin Zhao,Lulu,1,0.0
Vi,Camille,Jayce,Alistar,1,0.0
Vi,Camille,Naafiri,Leona,1,0.0
Vi,Camille,Naafiri,Nautilus,1,0.0
Vi,Camille,Naafiri,Poppy,1,0.0
Vi,Camille,Naafiri,Shen,1,1.0
Vi,Camille,Nasus,Leona,1,1.0
Vi,Camille,Pantheon,Neeko,1,1.0
Vi,Camille,Sejuani,Seraphine,1,0.0
Vi,Camille,Xin Zhao,Nautilus,1,1.0
Vi,Jax,Wukong,Camille,1,0.0
Vi,Karma,Dr. Mundo,Lulu,1,1.0
Vi,Karma,Jarvan IV,Bard,1,1.0
Vi,Karma,Jarvan IV,Neeko,1,0.0
Vi,Karma,Jarvan IV,Rakan,1,1.0
Vi,Karma,Lee Sin,Neeko,1,0.0
Vi,Karma,Naafiri,Neeko,1,1.0
Vi,Karma,Naafiri,Seraphine,1,1.0
Vi,Karma,Nocturne,Nautilus,1,1.0
Vi,Karma,Nocturne,Neeko,1,1.0
Vi,Karma,Pantheon,Alistar,1,0.0
Vi,Karma,Pantheon,Elise,1,0.0
Vi,Karma,Qiyana,Nami,1,1.0
Vi,Karma,Shyvana,Nautilus,1,1.0
Vi,Karma,Wukong,Braum,1,1.0
Vi,Karma,Wukong,Nami,1,1.0
Vi,Karma,Wukong,Rakan,1,1.0
Vi,Karma,Xin Zhao,Lulu,1,0.0
Vi,Karma,Xin Zhao,Seraphine,1,0.0
Vi,Karma,Zaahen,Alistar,1,1.0
Vi,Karma,Zaahen,Nami,1,0.0
Vi,Karma,Zaahen,Seraphine,1,1.0
Vi,Leona,Dr. Mundo,Nami,1,1.0
Vi,Leona,Jarvan IV,Bard,1,0.0
Vi,Leona,Jarvan IV,Camille,1,1.0
Vi,Leona,Jarvan IV,Rakan,1,1.0
Vi,Leona,Neeko,Braum,1,1.0
Vi,Leona,Sejuani,Rell,1,0.0
Vi,Leona,Skarner,Shen,1,1.0
Vi,Leona,Wukong,Soraka,1,0.0
Vi,Leona,Wukong,Tahm Kench,1,1.0
Vi,Leona,Xin Zhao,Hwei,1,1.0
Vi,Leona,Xin Zhao,Karma,1,0.0
Vi,Leona,Xin Zhao,Rakan,1,1.0
Vi,Lissandra,Lee Sin,Rakan,1,0.0
Vi,Lissandra,Wukong,Rakan,1,1.0
Vi,Lulu,Aatrox,Alistar,1,0.0
Vi,Lulu,Aatrox,Rakan,1,0.0
Vi,Lulu,Aatrox,Seraphine,1,0.0
Vi,Lulu,Dr. Mundo,Neeko,1,0.0
Vi,Lulu,Jarvan IV,Bard,1,1.0
Vi,Lulu,Jarvan IV,Nautilus,1,1.0
Vi,Lulu,Jarvan IV,Rakan,1,0.0
Vi,Lulu,Jayce,Blitzcrank,1,1.0
Vi,Lulu,Lee Sin,Anivia,1,0.0
Vi,Lulu,Lee Sin,Neeko,1,1.0
Vi,Lulu,Lee Sin,Renata Glasc,1,0.0
Vi,Lulu,Malphite,Neeko,1,0.0
Vi,Lulu,Naafiri,Nautilus,1,0.0
Vi,Lulu,Nasus,Milio,1,0.0
Vi,Lulu,Nasus,Shen,1,1.0
Vi,Lulu,Nocturne,Leona,1,0.0
Vi,Lulu,Nocturne,Lux,1,0.0
Vi,Lulu,Nocturne,Nami,1,0.0
Vi,Lulu,Olaf,Seraphine,1,1.0
Vi,Lulu,Pantheon,Milio,1,1.0
Vi,Lulu,Pantheon,Nami,1,1.0
Vi,Lulu,Pantheon,Neeko,1,0.0
Vi,Lulu,Pantheon,Rakan,1,0.0
Vi,Lulu,Pantheon,Seraphine,1,1.0
Vi,Lulu,Poppy,Milio,1,0.0
Vi,Lulu,Poppy,Nami,1,0.0
Vi,Lulu,Sejuani,Rakan,1,0.0
Vi,Lulu,Sejuani,Tahm Kench,1,0.0
Vi,Lulu,Shen,Leona,1,1.0
Vi,Lulu,Skarner,Milio,1,1.0
Vi,Lulu,Sylas,Camille,1,1.0
Vi,Lulu,Trundle,Alistar,1,0.0
Vi,Lulu,Wukong,Bard,1,0.0
Vi,Lulu,Wukong,Nami,1,1.0
Vi,Lulu,Wukong,Rakan,1,0.0
Vi,Lulu,Xin Zhao,Lux,1,0.0
Vi,Lulu,Xin Zhao,Nautilus,1,1.0
Vi,Lulu,Xin Zhao,Neeko,1,1.0
Vi,Lulu,Xin Zhao,Renata Glasc,1,1.0
Vi,Lulu,Xin Zhao,Soraka,1,1.0
Vi,Lulu,Zaahen,Elise,1,0.0
Vi,Lulu,Zaahen,Nami,1,0.0
Vi,Lulu,Zyra,Blitzcrank,1,1.0
Vi,Lulu,Zyra,Braum,1,0.0
Vi,Lux,Pantheon,Lulu,1,1.0
Vi,Lux,Xin Zhao,Seraphine,1,1.0
Vi,Milio,Ivern,Blitzcrank,1,1.0
Vi,Milio,Jarvan IV,Lulu,1,0.0
Vi,Milio,Naafiri,Karma,1,0.0
Vi,Milio,Naafiri,Yuumi,1,1.0
Vi,Milio,Nocturne,Karma,1,1.0
Vi,Milio,Nocturne,Lulu,1,1.0
Vi,Milio,Nocturne,Neeko,1,1.0
Vi,Milio,Olaf,Karma,1,1.0
Vi,Milio,Rek'Sai,Rakan,1,1.0
Vi,Milio,Sejuani,Nautilus,1,0.0
Vi,Milio,Skarner,Neeko,1,0.0
Vi,Milio,Trundle,Alistar,1,1.0
Vi,Milio,Trundle,Seraphine,1,1.0
Vi,Milio,Wukong,Bard,1,0.0
Vi,Milio,Wukong,Lulu,1,0.0
Vi,Milio,Wukong,Neeko,1,1.0
Vi,Milio,Xin Zhao,Lulu,1,1.0
Vi,Milio,Xin Zhao,Nami,1,1.0
Vi,Milio,Xin Zhao,Neeko,1,1.0
Vi,Milio,Xin Zhao,Seraphine,1,1.0
Vi,Nami,Ambessa,Seraphine,1,0.0
Vi,Nami,Dr. Mundo,Bard,1,1.0
Vi,Nami,Dr. Mundo,Seraphine,1,0.0
Vi,Nami,Jarvan IV,Alistar,1,1.0
Vi,Nami,Jarvan IV,Karma,1,1.0
Vi,Nami,Jarvan IV,Lux,1,0.0
Vi,Nami,Jarvan IV,Rell,1,1.0
Vi,Nami,Jayce,Rakan,1,0.0
Vi,Nami,Jayce,Renata Glasc,1,1.0
Vi,Nami,Nocturne,Milio,1,0.0
Vi,Nami,Nocturne,Nautilus,1,0.0
Vi,Nami,Nocturne,Neeko,1,1.0
Vi,Nami,Pantheon,Neeko,1,1.0
Vi,Nami,Pantheon,Seraphine,1,0.0
Vi,Nami,Shen,Milio,1,0.0
Vi,Nami,Shen,Seraphine,1,1.0
Vi,Nami,Skarner,Bard,1,0.0
Vi,Nami,Trundle,Lulu,1,1.0
Vi,Nami,Wukong,Lulu,1,1.0
Vi,Nami,Wukong,Milio,1,1.0
Vi,Nami,Wukong,Nautilus,1,1.0
Vi,Nami,Xin Zhao,Bard,1,1.0
Vi,Nami,Xin Zhao,Karma,1,1.0
Vi,Nami,Xin Zhao,Seraphine,1,0.0
Vi,Nami,Zaahen,Neeko,1,1.0
Vi,Nami,Zyra,Leona,1,0.0
Vi,Nautilus,Dr. Mundo,Nami,1,0.0
Vi,Nautilus,Gwen,Karma,1,1.0
Vi,Nautilus,Jarvan IV,Alistar,1,1.0
Vi,Nautilus,Jarvan IV,Braum,1,0.0
Vi,Nautilus,Jarvan IV,Karma,1,0.0
Vi,Nautilus,Jarvan IV,Leona,1,0.0
Vi,Nautilus,Jarvan IV,Lulu,1,1.0
Vi,Nautilus,Jayce,Bard,1,0.0
Vi,Nautilus,Kindred,Milio,1,1.0
Vi,Nautilus,Lee Sin,Neeko,1,1.0
Vi,Nautilus,Lee Sin,Rakan,1,1.0
Vi,Nautilus,Lillia,Braum,1,1.0
Vi,Nautilus,Maokai,Braum,1,0.0
Vi,Nautilus,Morgana,Leona,1,0.0
Vi,Nautilus,Naafiri,Lulu,1,0.0
Vi,Nautilus,Naafiri,Pyke,1,0.0
Vi,Nautilus,Naafiri,Sona,1,0.0
Vi,Nautilus,Nasus,Pyke,1,1.0
Vi,Nautilus,Nocturne,Bard,1,1.0
Vi,Nautilus,Nocturne,Karma,1,1.0
Vi,Nautilus,Nocturne,Lulu,1,1.0
Vi,Nautilus,Olaf,Milio,1,0.0
Vi,Nautilus,Pantheon,Bard,1,1.0
Vi,Nautilus,Pantheon,Rell,1,0.0
Vi,Nautilus,Pantheon,Shen,1,1.0
Vi,Nautilus,Poppy,Shen,1,1.0
Vi,Nautilus,Skarner,Leona,1,1.0
Vi,Nautilus,Skarner,Seraphine,1,0.0
Vi,Nautilus,Wukong,Alistar,1,1.0
Vi,Nautilus,Wukong,Leona,1,0.0
Vi,Nautilus,Wukong,Milio,1,1.0
Vi,Nautilus,Wukong,Thresh,1,1.0
Vi,Nautilus,Xin Zhao,Bard,1,0.0
Vi,Nautilus,Xin Zhao,Karma,1,1.0
Vi,Nautilus,Xin Zhao,Milio,1,0.0
Vi,Nautilus,Xin Zhao,Nami,1,0.0
Vi,Nautilus,Xin Zhao,Poppy,1,0.0
Vi,Nautilus,Xin Zhao,Rell,1,1.0
Vi,Nautilus,Xin Zhao,Seraphine,1,1.0
Vi,Nautilus,Xin Zhao,Shen,1,0.0
Vi,Nautilus,Zaahen,Lulu,1,1.0
Vi,Nautilus,Zaahen,Rell,1,1.0
Vi,Nautilus,Zaahen,Seraphine,1,1.0
Vi,Neeko,Aatrox,Poppy,1,1.0
Vi,Neeko,Aatrox,Rakan,1,0.0
Vi,Neeko,Ambessa,Nautilus,1,1.0
Vi,Neeko,Dr. Mundo,Seraphine,1,0.0
Vi,Neeko,Jarvan IV,Alistar,1,0.0
Vi,Neeko,Jarvan IV,Anivia,1,1.0
Vi,Neeko,Jarvan IV,Bard,1,0.0
Vi,Neeko,Jarvan IV,Lulu,1,1.0
Vi,Neeko,Jarvan IV,Milio,1,1.0
Vi,Neeko,Jarvan IV,Nami,1,1.0
Vi,Neeko,Jarvan IV,Rakan,1,1.0
Vi,Neeko,Jarvan IV,Seraphine,1,0.0
Vi,Neeko,Jayce,Alistar,1,1.0
Vi,Neeko,Jayce,Karma,1,1.0
Vi,Neeko,Jayce,Poppy,1,0.0
Vi,Neeko,Lee Sin,Rakan,1,1.0
Vi,Neeko,Naafiri,Karma,1,1.0
Vi,Neeko,Nocturne,Lulu,1,1.0
Vi,Neeko,Nocturne,Rakan,1,0.0
Vi,Neeko,Pantheon,Leona,1,0.0
Vi,Neeko,Pantheon,Nami,1,0.0
Vi,Neeko,Pantheon,Nautilus,1,1.0
Vi,Neeko,Qiyana,Rell,1,1.0
Vi,Neeko,Skarner,Nami,1,0.0
Vi,Neeko,Trundle,Lulu,1,1.0
Vi,Neeko,Trundle,Milio,1,1.0
Vi,Neeko,Wukong,Alistar,1,1.0
Vi,Neeko,Wukong,Leona,1,1.0
Vi,Neeko,Wukong,Lulu,1,0.0
Vi,Neeko,Wukong,Pantheon,1,1.0
Vi,Neeko,Xin Zhao,Karma,1,1.0
Vi,Neeko,Xin Zhao,Leona,1,1.0
Vi,Neeko,Xin Zhao,Lulu,1,1.0
Vi,Neeko,Xin Zhao,Nami,1,0.0
Vi,Neeko,Xin Zhao,Seraphine,1,0.0
Vi,Neeko,Xin Zhao,Thresh,1,1.0
Vi,Neeko,Zaahen,Bard,1,1.0
Vi,Neeko,Zaahen,Seraphine,1,0.0
Vi,Poppy,Jarvan IV,Bard,1,0.0
Vi,Poppy,Jarvan IV,Lulu,1,0.0
Vi,Poppy,Jarvan IV,Rakan,1,0.0
Vi,Poppy,Nocturne,Rakan,1,0.0
Vi,Poppy,Nocturne,Rell,1,1.0
Vi,Poppy,Wukong,Rakan,1,1.0
Vi,Poppy,Wukong,Rell,1,1.0
Vi,Poppy,Wukong,Renata Glasc,1,1.0
Vi,Pyke,Rek'Sai,Tahm Kench,1,0.0
Vi,Pyke,Sejuani,Bard,1,1.0
Vi,Pyke,Xin Zhao,Nami,1,1.0
Vi,Pyke,Zaahen,Nautilus,1,0.0
Vi,Rakan,Aatrox,Alistar,1,0.0
Vi,Rakan,Dr. Mundo,Braum,1,0.0
Vi,Rakan,Jarvan IV,Bard,1,0.0
Vi,Rakan,Jarvan IV,Lulu,1,1.0
Vi,Rakan,Jarvan IV,Neeko,1,1.0
Vi,Rakan,Jarvan IV,Poppy,1,1.0
Vi,Rakan,Jarvan IV,Pyke,1,1.0
Vi,Rakan,Jarvan IV,Thresh,1,1.0
Vi,Rakan,Kha'Zix,Nautilus,1,0.0
Vi,Rakan,Naafiri,Alistar,1,0.0
Vi,Rakan,Naafiri,Bard,1,1.0
Vi,Rakan,Naafiri,Nautilus,1,0.0
Vi,Rakan,Naafiri,Renata Glasc,1,1.0
Vi,Rakan,Naafiri,Seraphine,1,0.0
Vi,Rakan,Nasus,Lulu,1,0.0
Vi,Rakan,Nocturne,Bard,1,1.0
Vi,Rakan,Nocturne,Leona,1,1.0
Vi,Rakan,Nocturne,Lulu,1,0.0
Vi,Rakan,Nocturne,Nautilus,1,0.0
Vi,Rakan,Pantheon,Bard,1,1.0
Vi,Rakan,Pantheon,Poppy,1,1.0
Vi,Rakan,Qiyana,Bard,1,1.0
Vi,Rakan,Sejuani,Alistar,1,0.0
Vi,Rakan,Skarner,Alistar,1,0.0
Vi,Rakan,Skarner,Karma,1,1.0
Vi,Rakan,Trundle,Leona,1,1.0
Vi,Rakan,Volibear,Braum,1,0.0
Vi,Rakan,Wukong,Alistar,1,1.0
Vi,Rakan,Wukong,Karma,1,1.0
Vi,Rakan,Wukong,Nautilus,1,0.0
Vi,Rakan,Wukong,Neeko,1,1.0
Vi,Rakan,Xin Zhao,Bard,1,0.0
Vi,Rakan,Xin Zhao,Karma,1,0.0
Vi,Rakan,Xin Zhao,Leona,1,0.0
Vi,Rakan,Xin Zhao,Milio,1,1.0
Vi,Rakan,Xin Zhao,Nami,1,1.0
Vi,Rakan,Xin Zhao,Renata Glasc,1,0.0
Vi,Rell,Lee Sin,Karma,1,1.0
Vi,Rell,Lee Sin,Leona,1,1.0
Vi,Rell,Lee Sin,Nautilus,1,1.0
Vi,Rell,Pantheon,Braum,1,0.0
Vi,Rell,Pantheon,Karma,1,1.0
Vi,Rell,Pantheon,Neeko,1,0.0
Vi,Rell,Qiyana,Lulu,1,0.0
Vi,Rell,Shyvana,Nautilus,1,0.0
Vi,Rell,Wukong,Alistar,1,0.0
Vi,Rell,Wukong,Braum,1,0.0
Vi,Rell,Wukong,Lulu,1,0.0
Vi,Rell,Xin Zhao,Braum,1,0.0
Vi,Rell,Xin Zhao,Lulu,1,0.0
Vi,Rell,Xin Zhao,Rakan,1,1.0
Vi,Rell,Xin Zhao,Renata Glasc,1,1.0
Vi,Renata Glasc,Jarvan IV,Rakan,1,1.0
Vi,Renata Glasc,Lee Sin,Poppy,1,0.0
Vi,Renata Glasc,Maokai,Rakan,1,1.0
Vi,Renata Glasc,Nasus,Seraphine,1,1.0
Vi,Renata Glasc,Nocturne,Nautilus,1,0.0
Vi,Renata Glasc,Poppy,Nautilus,1,1.0
Vi,Renata Glasc,Xin Zhao,Bard,1,1.0
Vi,Renata Glasc,Xin Zhao,Karma,1,1.0
Vi,Seraphine,Hecarim,Rakan,1,1.0
Vi,Seraphine,Jarvan IV,Milio,1,0.0
Vi,Seraphine,Jarvan IV,Nami,1,1.0
Vi,Seraphine,Jarvan IV,Rakan,1,1.0
Vi,Seraphine,Jarvan IV,Shen,1,1.0
Vi,Seraphine,Naafiri,Karma,1,1.0
Vi,Seraphine,Naafiri,Neeko,1,0.0
Vi,Seraphine,Nasus,Karma,1,0.0
Vi,Seraphine,Nocturne,Neeko,1,1.0
Vi,Seraphine,Olaf,Bard,1,0.0
Vi,Seraphine,Pantheon,Lulu,1,1.0
Vi,Seraphine,Rek'Sai,Milio,1,0.0
Vi,Seraphine,Sejuani,Zilean,1,1.0
Vi,Seraphine,Xin Zhao,Milio,1,1.0
Vi,Shen,Ambessa,Seraphine,1,1.0
Vi,Shen,Jarvan IV,Nami,1,1.0
Vi,Shen,Jarvan IV,Rakan,1,0.0
Vi,Skarner,Olaf,Bard,1,0.0
Vi,Skarner,Trundle,Bard,1,1.0
Vi,Skarner,Zyra,Pantheon,1,1.0
Vi,Taric,Jarvan IV,Rakan,1,0.0
Vi,Taric,Wukong,Alistar,1,0.0
Vi,Thresh,Aatrox,Bard,1,0.0
Vi,Thresh,Jarvan IV,Neeko,1,0.0
Vi,Thresh,Naafiri,Lulu,1,0.0
Vi,Thresh,Naafiri,Rakan,1,0.0
Vi,Thresh,Qiyana,Alistar,1,0.0
Vi,Thresh,Wukong,Nautilus,1,1.0
Vi,Thresh,Xin Zhao,Lulu,1,1.0
Vi,Yuumi,Jarvan IV,Rell,1,1.0
Vi,Yuumi,Olaf,Seraphine,1,1.0
Vi,Yuumi,Wukong,Seraphine,1,0.0
Vi,Yuumi,Xin Zhao,Poppy,1,0.0
Viego,Alistar,Dr. Mundo,Neeko,1,1.0
Viego,Alistar,Jarvan IV,Braum,1,1.0
Viego,Alistar,Naafiri,Lulu,1,0.0
Viego,Alistar,Qiyana,Leona,1,0.0
Viego,Alistar,Skarner,Braum,1,0.0
Viego,Bard,Jayce,Neeko,1,0.0
Viego,Braum,Naafiri,Renata Glasc,1,0.0
Viego,Braum,Vi,Milio,1,0.0
Viego,Karma,Ambessa,Bard,1,1.0
Viego,Leona,Lee Sin,Maokai,1,1.0
Viego,Leona,Xin Zhao,Braum,1,0.0
Viego,Leona,Xin Zhao,Lulu,1,1.0
Viego,Lulu,Pantheon,Seraphine,1,1.0
Viego,Milio,Graves,Bard,1,0.0
Viego,Milio,Wukong,Nami,1,1.0
Viego,Nami,Vi,Nautilus,1,0.0
Viego,Nautilus,Aatrox,Nami,1,0.0
Viego,Nautilus,Ivern,Alistar,1,0.0
Viego,Nautilus,Jarvan IV,Braum,1,1.0
Viego,Nautilus,Jarvan IV,Rell,1,0.0
Viego,Nautilus,Sejuani,Lulu,1,0.0
Viego,Nautilus,Vi,Lulu,1,0.0
Viego,Nautilus,Xin Zhao,Bard,1,1.0
Viego,Neeko,Dr. Mundo,Nautilus,1,1.0
Viego,Neeko,Lee Sin,Lulu,1,0.0
Viego,Pyke,Dr. Mundo,Lulu,1,1.0
Viego,Pyke,Dr. Mundo,Seraphine,1,0.0
Viego,Pyke,Jayce,Alistar,1,1.0
Viego,Rakan,Jarvan IV,Alistar,1,0.0
Viego,Rakan,Lee Sin,Poppy,1,0.0
Viego,Rakan,Wukong,Braum,1,0.0
Viego,Rakan,Wukong,Rell,1,0.0
Viego,Rell,Kindred,Alistar,1,1.0
Viego,Rell,Vi,Thresh,1,1.0
Viego,Rell,Wukong,Bard,1,1.0
Viego,Renata Glasc,Karthus,Rell,1,0.0
Viego,Seraphine,Jarvan IV,Nami,1,1.0
Viego,Seraphine,Nocturne,Bard,1,0.0
Viego,Seraphine,Vi,Nautilus,1,1.0
Viego,Thresh,Amumu,Lulu,1,0.0
Volibear,Alistar,Ambessa,Nautilus,1,1.0
Volibear,Alistar,Wukong,Lulu,1,0.0
Volibear,Anivia,Xin Zhao,Seraphine,1,1.0
Volibear,Karma,Dr. Mundo,Nami,1,1.0
Volibear,Karma,Vi,Milio,1,0.0
Volibear,Leona,Gwen,Thresh,1,0.0
Volibear,Leona,Jayce,Nami,1,0.0
Volibear,Lulu,Wukong,Soraka,1,0.0
Volibear,Milio,Pantheon,Neeko,1,1.0
Volibear,Nami,Viego,Sylas,1,0.0
Volibear,Nautilus,Jarvan IV,Rakan,1,1.0
Volibear,Nautilus,Vi,Lulu,1,1.0
Volibear,Rell,Jarvan IV,Bard,1,0.0
Volibear,Renata Glasc,Wukong,Lulu,1,0.0
Volibear,Thresh,Xin Zhao,Neeko,1,1.0
Wukong,Alistar,Ambessa,Bard,1,0.0
Wukong,Alistar,Dr. Mundo,Poppy,1,0.0
Wukong,Alistar,Dr. Mundo,Rakan,1,1.0
Wukong,Alistar,Jarvan IV,Braum,1,1.0
Wukong,Alistar,Jarvan IV,Karma,1,0.0
Wukong,Alistar,Jarvan IV,Lulu,1,1.0
Wukong,Alistar,Jarvan IV,Nami,1,1.0
Wukong,Alistar,Jayce,Lulu,1,0.0
Wukong,Alistar,Jayce,Poppy,1,1.0
Wukong,Alistar,Lee Sin,Gragas,1,1.0
Wukong,Alistar,Lee Sin,Karma,1,0.0
Wukong,Alistar,Lee Sin,Nautilus,1,0.0
Wukong,Alistar,Lee Sin,Neeko,1,0.0
Wukong,Alistar,Lee Sin,Rakan,1,0.0
Wukong,Alistar,Malphite,Nami,1,0.0
Wukong,Alistar,Maokai,Neeko,1,0.0
Wukong,Alistar,Naafiri,Leona,1,1.0
Wukong,Alistar,Naafiri,Nautilus,1,1.0
Wukong,Alistar,Naafiri,Poppy,1,1.0
Wukong,Alistar,Nasus,Nautilus,1,1.0
Wukong,Alistar,Nocturne,Neeko,1,0.0
Wukong,Alistar,Nocturne,Poppy,1,0.0
Wukong,Alistar,Nocturne,Rakan,1,0.0
Wukong,Alistar,Pantheon,Bard,1,1.0
Wukong,Alistar,Pantheon,Braum,1,0.0
Wukong,Alistar,Pantheon,Nami,1,1.0
Wukong,Alistar,Pantheon,Nautilus,1,0.0
Wukong,Alistar,Pantheon,Rakan,1,1.0
Wukong,Alistar,Vi,Nautilus,1,0.0
Wukong,Alistar,Vi,Seraphine,1,1.0
Wukong,Alistar,Xin Zhao,Braum,1,1.0
Wukong,Alistar,Xin Zhao,Rakan,1,0.0
Wukong,Alistar,Zaahen,Rakan,1,1.0
Wukong,Anivia,Pantheon,Nami,1,0.0
Wukong,Ashe,Xin Zhao,Nautilus,1,0.0
Wukong,Bard,Aatrox,Pyke,1,1.0
Wukong,Bard,Ambessa,Alistar,1,0.0
Wukong,Bard,Dr. Mundo,Seraphine,1,1.0
Wukong,Bard,Jarvan IV,Alistar,1,0.0
Wukong,Bard,Jarvan IV,Karma,1,0.0
Wukong,Bard,Jarvan IV,Leona,1,1.0
Wukong,Bard,Jarvan IV,Lulu,1,1.0
Wukong,Bard,Jarvan IV,Nami,1,1.0
Wukong,Bard,Jarvan IV,Neeko,1,1.0
Wukong,Bard,Jarvan IV,Seraphine,1,0.0
Wukong,Bard,Jarvan IV,Thresh,1,0.0
Wukong,Bard,Kindred,Camille,1,0.0
Wukong,Bard,Lee Sin,Nautilus,1,0.0
Wukong,Bard,Naafiri,Lulu,1,1.0
Wukong,Bard,Naafiri,Rell,1,1.0
Wukong,Bard,Nocturne,Alistar,1,1.0
Wukong,Bard,Nocturne,Nami,1,0.0
Wukong,Bard,Nocturne,Nautilus,1,1.0
Wukong,Bard,Nocturne,Neeko,1,0.0
Wukong,Bard,Nocturne,Renata Glasc,1,1.0
Wukong,Bard,Nocturne,Seraphine,1,0.0
Wukong,Bard,Pantheon,Nami,1,0.0
Wukong,Bard,Pantheon,Neeko,1,1.0
Wukong,Bard,Pantheon,Rell,1,1.0
Wukong,Bard,Qiyana,Camille,1,1.0
Wukong,Bard,Trundle,Milio,1,1.0
Wukong,Bard,Vi,Alistar,1,0.0
Wukong,Bard,Vi,Karma,1,0.0
Wukong,Bard,Vi,Rakan,1,0.0
Wukong,Bard,Xin Zhao,Karma,1,0.0
Wukong,Bard,Xin Zhao,Seraphine,1,0.0
Wukong,Bard,Zaahen,Seraphine,1,1.0
Wukong,Bard,Zyra,Leona,1,1.0
Wukong,Blitzcrank,Dr. Mundo,Lulu,1,1.0
Wukong,Braum,Jarvan IV,Bard,1,0.0
Wukong,Braum,Jayce,Alistar,1,0.0
Wukong,Braum,Morgana,Nautilus,1,1.0
Wukong,Braum,Olaf,Nautilus,1,0.0
Wukong,Braum,Pantheon,Alistar,1,0.0
Wukong,Braum,Qiyana,Alistar,1,1.0
Wukong,Braum,Skarner,Alistar,1,0.0
Wukong,Braum,Vi,Rakan,1,1.0
Wukong,Braum,Vi,Rell,1,0.0
Wukong,Braum,Xin Zhao,Milio,1,0.0
Wukong,Braum,Xin Zhao,Thresh,1,0.0
Wukong,Camille,Lee Sin,Leona,1,0.0
Wukong,Camille,Vi,Bard,1,0.0
Wukong,Camille,Vi,Rell,1,1.0
Wukong,Camille,Vi,Shen,1,0.0
Wukong,Elise,Jarvan IV,Alistar,1,0.0
Wukong,Heimerdinger,Jarvan IV,Thresh,1,0.0
Wukong,Karma,Aatrox,Alistar,1,0.0
Wukong,Karma,Aatrox,Neeko,1,1.0
Wukong,Karma,Ambessa,Bard,1,1.0
Wukong,Karma,Brand,Amumu,1,1.0
Wukong,Karma,Dr. Mundo,Pyke,1,0.0
Wukong,Karma,Dr. Mundo,Rakan,1,1.0
Wukong,Karma,Dr. Mundo,Seraphine,1,0.0
Wukong,Karma,Jarvan IV,Anivia,1,0.0
Wukong,Karma,Jarvan IV,Leona,1,0.0
Wukong,Karma,Jarvan IV,Nami,1,1.0
Wukong,Karma,Jarvan IV,Pyke,1,1.0
Wukong,Karma,Jarvan IV,Rakan,1,1.0
Wukong,Karma,Lee Sin,Bard,1,0.0
Wukong,Karma,Lee Sin,Milio,1,0.0
Wukong,Karma,Lee Sin,Neeko,1,0.0
Wukong,Karma,Malphite,Bard,1,1.0
Wukong,Karma,Naafiri,Milio,1,1.0
Wukong,Karma,Naafiri,Nami,1,1.0
Wukong,Karma,Nocturne,Nautilus,1,0.0
Wukong,Karma,Nocturne,Rakan,1,1.0
Wukong,Karma,Nocturne,Seraphine,1,0.0
Wukong,Karma,Pantheon,Bard,1,1.0
Wukong,Karma,Pantheon,Milio,1,0.0
Wukong,Karma,Pantheon,Nami,1,0.0
